country,year,GDP per capita
Lithuania,2004,19.4k
Lithuania,2005,21.2k
Lithuania,2006,23.1k
Lithuania,2007,25.9k
Lithuania,2008,26.8k
Lithuania,2009,23.1k
Lithuania,2010,23.9k
Luxembourg,1990,64.5k
Luxembourg,1991,69.4k
Luxembourg,1992,70k
Luxembourg,1993,72.2k
Luxembourg,1994,74.3k
Luxembourg,1995,74.6k
Luxembourg,1996,74.9k
Luxembourg,1997,78.4k
Luxembourg,1998,82.8k
Luxembourg,1999,88.9k
Luxembourg,2000,94.4k
Luxembourg,2001,96.5k
Luxembourg,2002,99.1k
Luxembourg,2003,101k
Luxembourg,2004,104k
Luxembourg,2005,106k
Luxembourg,2006,111k
Luxembourg,2007,119k
Luxembourg,2008,117k
Luxembourg,2009,112k
Luxembourg,2010,114k
Latvia,1990,18.3k
Latvia,1991,16.3k
Latvia,1992,10.8k
Latvia,1993,9590
Latvia,1994,9900
Latvia,1995,10.1k
Latvia,1996,10.4k
Latvia,1997,11.4k
Latvia,1998,12.2k
Latvia,1999,12.6k
Latvia,2000,13.3k
Latvia,2001,14.3k
Latvia,2002,15.5k
Latvia,2003,16.9k
Latvia,2004,18.4k
Latvia,2005,20.6k
Latvia,2006,23.2k
Latvia,2007,25.6k
Latvia,2008,25k
Latvia,2009,21.7k
Latvia,2010,21.2k
Morocco,1990,4110
Morocco,1991,4300
Morocco,1992,4120
Morocco,1993,3990
Morocco,1994,4320
Morocco,1995,4000
Morocco,1996,4400
Morocco,1997,4240
Morocco,1998,4450
Morocco,1999,4400
Morocco,2000,4400
Morocco,2001,4630
Morocco,2002,4680
Morocco,2003,4860
Morocco,2004,5000
Morocco,2005,5060
Morocco,2006,5340
Morocco,2007,5410
Morocco,2008,5620
Morocco,2009,5740
Morocco,2010,5840
Monaco,1990,112k
Monaco,1991,114k
Monaco,1992,117k
Monaco,1993,117k
Monaco,1994,120k
Monaco,1995,124k
Monaco,1996,126k
Monaco,1997,130k
Monaco,1998,136k
Monaco,1999,142k
Monaco,2000,148k
Monaco,2001,152k
Monaco,2002,155k
Monaco,2003,157k
Monaco,2004,162k
Monaco,2005,166k
Monaco,2006,174k
Monaco,2007,197k
Monaco,2008,196k
Monaco,2009,178k
Monaco,2010,182k
Moldova,1990,14.2k
Moldova,1991,11.7k
Moldova,1992,8240
Moldova,1993,8140
Moldova,1994,5610
Moldova,1995,5520
Moldova,1996,5200
Moldova,1997,5310
Moldova,1998,4970
Moldova,1999,4810
Moldova,2000,4930
Moldova,2001,5250
Moldova,2002,5680
Moldova,2003,6090
Moldova,2004,6570
Moldova,2005,7100
Moldova,2006,7490
Moldova,2007,7760
Moldova,2008,8410
Moldova,2009,7940
Moldova,2010,8550
Madagascar,1990,1790
Madagascar,1991,1640
Madagascar,1992,1610
Madagascar,1993,1600
Madagascar,1994,1550
Madagascar,1995,1530
Madagascar,1996,1520
Madagascar,1997,1530
Madagascar,1998,1540
Madagascar,1999,1570
Madagascar,2000,1590
Madagascar,2001,1640
Madagascar,2002,1390
Madagascar,2003,1480
Madagascar,2004,1510
Madagascar,2005,1540
Madagascar,2006,1570
Madagascar,2007,1610
Madagascar,2008,1670
Madagascar,2009,1550
Madagascar,2010,1510
Maldives,1990,8760
Maldives,1991,9000
Maldives,1992,9310
Maldives,1993,9560
Maldives,1994,9990
Maldives,1995,10.5k
Maldives,1996,11.1k
Maldives,1997,11.8k
Maldives,1998,12.4k
Maldives,1999,13k
Maldives,2000,13.3k
Maldives,2001,12.5k
Maldives,2002,13.2k
Maldives,2003,14.7k
Maldives,2004,15.3k
Maldives,2005,13.1k
Maldives,2006,16.1k
Maldives,2007,16.8k
Maldives,2008,17.8k
Maldives,2009,15.9k
Maldives,2010,16.5k
Mexico,1990,14.8k
Mexico,1991,15.2k
Mexico,1992,15.5k
Mexico,1993,15.5k
Mexico,1994,16k
Mexico,1995,14.8k
Mexico,1996,15.5k
Mexico,1997,16.4k
Mexico,1998,17k
Mexico,1999,17.2k
Mexico,2000,17.9k
Mexico,2001,17.6k
Mexico,2002,17.4k
Mexico,2003,17.4k
Mexico,2004,17.8k
Mexico,2005,18k
Mexico,2006,18.5k
Mexico,2007,18.7k
Mexico,2008,18.6k
Mexico,2009,17.4k
Mexico,2010,18k
Marshall Islands,1990,3590
Marshall Islands,1991,3510
Marshall Islands,1992,3680
Marshall Islands,1993,3820
Marshall Islands,1994,3970
Marshall Islands,1995,4230
Marshall Islands,1996,3730
Marshall Islands,1997,3440
Marshall Islands,1998,3340
Marshall Islands,1999,3250
Marshall Islands,2000,3280
Marshall Islands,2001,3470
Marshall Islands,2002,3570
Marshall Islands,2003,3500
Marshall Islands,2004,3530
Marshall Islands,2005,3590
Marshall Islands,2006,3590
Marshall Islands,2007,3720
Marshall Islands,2008,3440
Marshall Islands,2009,3570
Marshall Islands,2010,3770
North Macedonia,1990,11.6k
North Macedonia,1991,10.9k
North Macedonia,1992,10.2k
North Macedonia,1993,9450
North Macedonia,1994,9310
North Macedonia,1995,9180
North Macedonia,1996,9230
North Macedonia,1997,9340
North Macedonia,1998,9600
North Macedonia,1999,9960
North Macedonia,2000,10.4k
North Macedonia,2001,9990
North Macedonia,2002,10.2k
North Macedonia,2003,10.4k
North Macedonia,2004,10.8k
North Macedonia,2005,11.3k
North Macedonia,2006,11.8k
North Macedonia,2007,12.6k
North Macedonia,2008,13.2k
North Macedonia,2009,13.1k
North Macedonia,2010,13.5k
Mali,1990,1420
Mali,1991,1510
Mali,1992,1430
Mali,1993,1440
Mali,1994,1450
Mali,1995,1430
Mali,1996,1490
Mali,1997,1530
Mali,1998,1590
Mali,1999,1640
Mali,2000,1590
Mali,2001,1780
Mali,2002,1780
Mali,2003,1880
Mali,2004,1850
Mali,2005,1900
Mali,2006,1930
Mali,2007,1930
Mali,2008,1950
Mali,2009,1980
Mali,2010,2020
Malta,1990,16.7k
Malta,1991,17.3k
Malta,1992,17.9k
Malta,1993,18.5k
Malta,1994,19.3k
Malta,1995,20.4k
Malta,1996,21k
Malta,1997,21.9k
Malta,1998,22.8k
Malta,1999,23.7k
Malta,2000,27.6k
Malta,2001,27.2k
Malta,2002,27.6k
Malta,2003,28.5k
Malta,2004,28.4k
Malta,2005,29.1k
Malta,2006,29.7k
Malta,2007,31k
Malta,2008,32k
Malta,2009,31.3k
Malta,2010,32.9k
Myanmar,1990,795
Myanmar,1991,773
Myanmar,1992,791
Myanmar,1993,822
Myanmar,1994,850
Myanmar,1995,883
Myanmar,1996,913
Myanmar,1997,938
Myanmar,1998,964
Myanmar,1999,1020
Myanmar,2000,1120
Myanmar,2001,1220
Myanmar,2002,1330
Myanmar,2003,1470
Myanmar,2004,1630
Myanmar,2005,1810
Myanmar,2006,2010
Myanmar,2007,2220
Myanmar,2008,2410
Myanmar,2009,2620
Myanmar,2010,2830
Montenegro,1990,15.1k
Montenegro,1991,13.7k
Montenegro,1992,10.6k
Montenegro,1993,6800
Montenegro,1994,6980
Montenegro,1995,8070
Montenegro,1996,10.4k
Montenegro,1997,11.3k
Montenegro,1998,12.1k
Montenegro,1999,11.1k
Montenegro,2000,11.7k
Montenegro,2001,12k
Montenegro,2002,12.3k
Montenegro,2003,12.7k
Montenegro,2004,13.3k
Montenegro,2005,13.9k
Montenegro,2006,15.2k
Montenegro,2007,16.3k
Montenegro,2008,17.4k
Montenegro,2009,16.4k
Montenegro,2010,16.8k
Mongolia,1990,4320
Mongolia,1991,3940
Mongolia,1992,3580
Mongolia,1993,3480
Mongolia,1994,3570
Mongolia,1995,3800
Mongolia,1996,3900
Mongolia,1997,4060
Mongolia,1998,4200
Mongolia,1999,4330
Mongolia,2000,4370
Mongolia,2001,4490
Mongolia,2002,4690
Mongolia,2003,5000
Mongolia,2004,5500
Mongolia,2005,5860
Mongolia,2006,6310
Mongolia,2007,6890
Mongolia,2008,7400
Mongolia,2009,7200
Mongolia,2010,7520
Mozambique,1990,520
Mozambique,1991,528
Mozambique,1992,479
Mozambique,1993,504
Mozambique,1994,504
Mozambique,1995,486
Mozambique,1996,529
Mozambique,1997,570
Mozambique,1998,612
Mozambique,1999,661
Mozambique,2000,650
Mozambique,2001,709
Mozambique,2002,751
Mozambique,2003,779
Mozambique,2004,817
Mozambique,2005,847
Mozambique,2006,902
Mozambique,2007,944
Mozambique,2008,983
Mozambique,2009,1010
Mozambique,2010,1050
Mauritania,1990,3680
Mauritania,1991,3720
Mauritania,1992,3710
Mauritania,1993,3860
Mauritania,1994,3730
Mauritania,1995,3940
Mauritania,1996,4180
Mauritania,1997,3980
Mauritania,1998,4030
Mauritania,1999,4130
Mauritania,2000,3920
Mauritania,2001,3840
Mauritania,2002,3830
Mauritania,2003,4040
Mauritania,2004,4170
Mauritania,2005,4460
Mauritania,2006,5190
Mauritania,2007,5000
Mauritania,2008,4890
Mauritania,2009,4770
Mauritania,2010,4770
Mauritius,1990,9950
Mauritius,1991,10.1k
Mauritius,1992,10.5k
Mauritius,1993,10.8k
Mauritius,1994,10.9k
Mauritius,1995,11.1k
Mauritius,1996,11.5k
Mauritius,1997,11.9k
Mauritius,1998,12.3k
Mauritius,1999,12.4k
Mauritius,2000,13.1k
Mauritius,2001,13.3k
Mauritius,2002,13.3k
Mauritius,2003,13.9k
Mauritius,2004,14.3k
Mauritius,2005,14.4k
Mauritius,2006,14.9k
Mauritius,2007,15.6k
Mauritius,2008,16.3k
Mauritius,2009,16.7k
Mauritius,2010,17.3k
Malawi,1990,1010
Malawi,1991,1060
Malawi,1992,945
Malawi,1993,1020
Malawi,1994,924
Malawi,1995,1070
Malawi,1996,1130
Malawi,1997,1150
Malawi,1998,1160
Malawi,1999,1160
Malawi,2000,1150
Malawi,2001,1060
Malawi,2002,1050
Malawi,2003,1080
Malawi,2004,1110
Malawi,2005,1110
Malawi,2006,1120
Malawi,2007,1200
Malawi,2008,1250
Malawi,2009,1310
Malawi,2010,1360
Malaysia,1990,10.8k
Malaysia,1991,11.5k
Malaysia,1992,12.2k
Malaysia,1993,13.1k
Malaysia,1994,13.9k
Malaysia,1995,14.9k
Malaysia,1996,15.9k
Malaysia,1997,16.6k
Malaysia,1998,15k
Malaysia,1999,15.5k
Malaysia,2000,16.4k
Malaysia,2001,16.1k
Malaysia,2002,16.5k
Malaysia,2003,17k
Malaysia,2004,17.7k
Malaysia,2005,18.2k
Malaysia,2006,18.8k
Malaysia,2007,19.5k
Malaysia,2008,19.9k
Malaysia,2009,19.2k
Malaysia,2010,20.2k
Namibia,1990,6420
Namibia,1991,6710
Namibia,1992,6980
Namibia,1993,6650
Namibia,1994,6630
Namibia,1995,6680
Namibia,1996,6700
Namibia,1997,6790
Namibia,1998,6820
Namibia,1999,6860
Namibia,2000,6920
Namibia,2001,6830
Namibia,2002,7020
Namibia,2003,7170
Namibia,2004,7930
Namibia,2005,8020
Namibia,2006,8460
Namibia,2007,8780
Namibia,2008,8870
Namibia,2009,8750
Namibia,2010,9120
Niger,1990,1110
Niger,1991,1080
Niger,1992,1040
Niger,1993,1020
Niger,1994,1010
Niger,1995,977
Niger,1996,955
Niger,1997,935
Niger,1998,998
Niger,1999,963
Niger,2000,917
Niger,2001,950
Niger,2002,962
Niger,2003,953
Niger,2004,920
Niger,2005,952
Niger,2006,971
Niger,2007,964
Niger,2008,1000
Niger,2009,981
Niger,2010,1020
Nigeria,1990,3010
Nigeria,1991,2970
Nigeria,1992,3040
Nigeria,1993,2950
Nigeria,1994,2860
Nigeria,1995,2820
Nigeria,1996,2890
Nigeria,1997,2910
Nigeria,1998,2930
Nigeria,1999,2880
Nigeria,2000,2970
Nigeria,2001,3070
Nigeria,2002,3450
Nigeria,2003,3620
Nigeria,2004,3860
Nigeria,2005,4000
Nigeria,2006,4120
Nigeria,2007,4270
Nigeria,2008,4430
Nigeria,2009,4640
Nigeria,2010,4860
Nicaragua,1990,3340
Nicaragua,1991,3250
Nicaragua,1992,3190
Nicaragua,1993,3120
Nicaragua,1994,3160
Nicaragua,1995,3290
Nicaragua,1996,3450
Nicaragua,1997,3540
Nicaragua,1998,3620
Nicaragua,1999,3830
Nicaragua,2000,3930
Nicaragua,2001,4000
Nicaragua,2002,3990
Nicaragua,2003,4040
Nicaragua,2004,4210
Nicaragua,2005,4330
Nicaragua,2006,4450
Nicaragua,2007,4610
Nicaragua,2008,4700
Nicaragua,2009,4470
Nicaragua,2010,4590
Netherlands,1990,36.9k
Netherlands,1991,37.6k
Netherlands,1992,38k
Netherlands,1993,38.2k
Netherlands,1994,39.1k
Netherlands,1995,40.1k
Netherlands,1996,41.4k
Netherlands,1997,42.9k
Netherlands,1998,44.6k
Netherlands,1999,46.5k
Netherlands,2000,48.1k
Netherlands,2001,48.8k
Netherlands,2002,48.6k
Netherlands,2003,48.4k
Netherlands,2004,49.1k
Netherlands,2005,49.9k
Netherlands,2006,51.5k
Netherlands,2007,53.2k
Netherlands,2008,54.1k
Netherlands,2009,51.7k
Netherlands,2010,52k
Norway,1990,41.8k
Norway,1991,43.2k
Norway,1992,44.9k
Norway,1993,46.2k
Norway,1994,48.5k
Norway,1995,50.6k
Norway,1996,53.1k
Norway,1997,55.7k
Norway,1998,57k
Norway,1999,57.9k
Norway,2000,59.4k
Norway,2001,60.3k
Norway,2002,60.8k
Norway,2003,60.9k
Norway,2004,62.8k
Norway,2005,63.8k
Norway,2006,64.5k
Norway,2007,65.4k
Norway,2008,64.5k
Norway,2009,62.2k
Norway,2010,61.4k
Nepal,1990,1630
Nepal,1991,1680
Nepal,1992,1700
Nepal,1993,1710
Nepal,1994,1800
Nepal,1995,1820
Nepal,1996,1870
Nepal,1997,1920
Nepal,1998,1940
Nepal,1999,1980
Nepal,2000,2060
Nepal,2001,2120
Nepal,2002,2090
Nepal,2003,2140
Nepal,2004,2210
Nepal,2005,2250
Nepal,2006,2300
Nepal,2007,2360
Nepal,2008,2480
Nepal,2009,2580
Nepal,2010,2680
Nauru,1990,26.4k
Nauru,1991,20.8k
Nauru,1992,17k
Nauru,1993,13.9k
Nauru,1994,13.1k
Nauru,1995,11.9k
Nauru,1996,10.3k
Nauru,1997,9110
Nauru,1998,8200
Nauru,1999,7630
Nauru,2000,7070
Nauru,2001,6540
Nauru,2002,5850
Nauru,2003,5820
Nauru,2004,5530
Nauru,2005,5300
Nauru,2006,5680
Nauru,2007,4450
Nauru,2008,5440
Nauru,2009,5910
Nauru,2010,6540
New Zealand,1990,28.7k
New Zealand,1991,27.2k
New Zealand,1992,27.1k
New Zealand,1993,28.4k
New Zealand,1994,29.5k
New Zealand,1995,30.4k
New Zealand,1996,31k
New Zealand,1997,31.2k
New Zealand,1998,31.2k
New Zealand,1999,32.6k
New Zealand,2000,33.4k
New Zealand,2001,34.2k
New Zealand,2002,35.1k
New Zealand,2003,36k
New Zealand,2004,36.8k
New Zealand,2005,37.5k
New Zealand,2006,38.1k
New Zealand,2007,38.8k
New Zealand,2008,38k
New Zealand,2009,37.5k
New Zealand,2010,37.6k
Oman,1990,24.6k
Oman,1991,25.5k
Oman,1992,27.1k
Oman,1993,28.2k
Oman,1994,29k
Oman,1995,30.5k
Oman,1996,31.5k
Oman,1997,33.5k
Oman,1998,34.5k
Oman,1999,34.6k
Oman,2000,36.8k
Oman,2001,38.3k
Oman,2002,37.7k
Oman,2003,36.4k
Oman,2004,36.5k
Oman,2005,36.8k
Oman,2006,38.1k
Oman,2007,39.1k
Oman,2008,41.5k
Oman,2009,43.1k
Oman,2010,40.8k
Pakistan,1990,3180
Pakistan,1991,3260
Pakistan,1992,3390
Pakistan,1993,3380
Pakistan,1994,3410
Pakistan,1995,3480
Pakistan,1996,3520
Pakistan,1997,3460
Pakistan,1998,3450
Pakistan,1999,3470
Pakistan,2000,3500
Pakistan,2001,3500
Pakistan,2002,3500
Pakistan,2003,3610
Pakistan,2004,3780
Pakistan,2005,3930
Pakistan,2006,4060
Pakistan,2007,4140
Pakistan,2008,4100
Pakistan,2009,4110
Pakistan,2010,4060
Panama,1990,10.5k
Panama,1991,11.3k
Panama,1992,12k
Panama,1993,12.4k
Panama,1994,12.6k
Panama,1995,12.6k
Panama,1996,12.8k
Panama,1997,13.4k
Panama,1998,14.1k
Panama,1999,14.4k
Panama,2000,14.5k
Panama,2001,14.3k
Panama,2002,14.4k
Panama,2003,14.7k
Panama,2004,15.6k
Panama,2005,16.4k
Panama,2006,17.5k
Panama,2007,19.2k
Panama,2008,20.7k
Panama,2009,20.6k
Panama,2010,21.5k
Peru,1990,5610
Peru,1991,5600
Peru,1992,5440
Peru,1993,5600
Peru,1994,6140
Peru,1995,6460
Peru,1996,6500
Peru,1997,6770
Peru,1998,6610
Peru,1999,6580
Peru,2000,6630
Peru,2001,6560
Peru,2002,6810
Peru,2003,6990
Peru,2004,7240
Peru,2005,7590
Peru,2006,8070
Peru,2007,8650
Peru,2008,9340
Peru,2009,9330
Peru,2010,10000
Philippines,1990,4400
Philippines,1991,4280
Philippines,1992,4200
Philippines,1993,4190
Philippines,1994,4280
Philippines,1995,4370
Philippines,1996,4510
Philippines,1997,4620
Philippines,1998,4480
Philippines,1999,4520
Philippines,2000,4600
Philippines,2001,4630
Philippines,2002,4690
Philippines,2003,4820
Philippines,2004,5020
Philippines,2005,5150
Philippines,2006,5310
Philippines,2007,5530
Philippines,2008,5640
Philippines,2009,5600
Philippines,2010,5880
Palau,1990,18k
Palau,1991,16.8k
Palau,1992,15.3k
Palau,1993,13k
Palau,1994,13.5k
Palau,1995,14.5k
Palau,1996,15.6k
Palau,1997,15.5k
Palau,1998,15.4k
Palau,1999,14.2k
Palau,2000,13.8k
Palau,2001,14.5k
Palau,2002,15k
Palau,2003,14.4k
Palau,2004,15k
Palau,2005,15.6k
Palau,2006,15.7k
Palau,2007,16.2k
Palau,2008,15.4k
Palau,2009,14.5k
Palau,2010,14.7k
Papua New Guinea,1990,2960
Papua New Guinea,1991,3140
Papua New Guinea,1992,3460
Papua New Guinea,1993,3950
Papua New Guinea,1994,4040
Papua New Guinea,1995,3770
Papua New Guinea,1996,3920
Papua New Guinea,1997,3640
Papua New Guinea,1998,3380
Papua New Guinea,1999,3320
Papua New Guinea,2000,3130
Papua New Guinea,2001,3010
Papua New Guinea,2002,2910
Papua New Guinea,2003,2870
Papua New Guinea,2004,2850
Papua New Guinea,2005,2920
Papua New Guinea,2006,2970
Papua New Guinea,2007,3100
Papua New Guinea,2008,2990
Papua New Guinea,2009,3080
Papua New Guinea,2010,3280
Poland,1990,11.3k
Poland,1991,10.5k
Poland,1992,10.7k
Poland,1993,11.1k
Poland,1994,11.7k
Poland,1995,12.5k
Poland,1996,13.3k
Poland,1997,14.2k
Poland,1998,14.8k
Poland,1999,15.5k
Poland,2000,16.4k
Poland,2001,16.6k
Poland,2002,16.9k
Poland,2003,17.5k
Poland,2004,18.4k
Poland,2005,19k
Poland,2006,20.2k
Poland,2007,21.6k
Poland,2008,22.4k
Poland,2009,23k
Poland,2010,23.7k
North Korea,1990,3390
North Korea,1991,3200
North Korea,1992,2930
North Korea,1993,2760
North Korea,1994,2660
North Korea,1995,2510
North Korea,1996,2390
North Korea,1997,2220
North Korea,1998,2180
North Korea,1999,2300
North Korea,2000,2290
North Korea,2001,2350
North Korea,2002,2360
North Korea,2003,2390
North Korea,2004,2420
North Korea,2005,2500
North Korea,2006,2450
North Korea,2007,2410
North Korea,2008,2480
North Korea,2009,2440
North Korea,2010,2420
Portugal,1990,23.7k
Portugal,1991,24.7k
Portugal,1992,25.2k
Portugal,1993,24.7k
Portugal,1994,24.9k
Portugal,1995,25.8k
Portugal,1996,26.6k
Portugal,1997,27.6k
Portugal,1998,28.8k
Portugal,1999,29.8k
Portugal,2000,30.7k
Portugal,2001,31k
Portugal,2002,31.1k
Portugal,2003,30.7k
Portugal,2004,31.1k
Portugal,2005,31.3k
Portugal,2006,31.7k
Portugal,2007,32.4k
Portugal,2008,32.4k
Portugal,2009,31.3k
Portugal,2010,31.8k
Paraguay,1990,8340
Paraguay,1991,8410
Paraguay,1992,8360
Paraguay,1993,8570
Paraguay,1994,8790
Paraguay,1995,9170
Paraguay,1996,9110
Paraguay,1997,9300
Paraguay,1998,9160
Paraguay,1999,8880
Paraguay,2000,8530
Paraguay,2001,8380
Paraguay,2002,8420
Paraguay,2003,8690
Paraguay,2004,8950
Paraguay,2005,9050
Paraguay,2006,9400
Paraguay,2007,9820
Paraguay,2008,10.4k
Paraguay,2009,10.3k
Paraguay,2010,11.3k
Palestine,1990,3970
Palestine,1991,3560
Palestine,1992,4140
Palestine,1993,4290
Palestine,1994,4670
Palestine,1995,4680
Palestine,1996,4450
Palestine,1997,4790
Palestine,1998,5270
Palestine,1999,5490
Palestine,2000,4840
Palestine,2001,4230
Palestine,2002,3580
Palestine,2003,3940
Palestine,2004,4600
Palestine,2005,4960
Palestine,2006,4750
Palestine,2007,4800
Palestine,2008,4990
Palestine,2009,5260
Palestine,2010,5410
Qatar,1990,38.9k
Qatar,1991,39.2k
Qatar,1992,44.8k
Qatar,1993,45.8k
Qatar,1994,48k
Qatar,1995,49.3k
Qatar,1996,51.8k
Qatar,1997,66k
Qatar,1998,71.8k
Qatar,1999,73.2k
Qatar,2000,76.9k
Qatar,2001,77.4k
Qatar,2002,80.1k
Qatar,2003,79.8k
Qatar,2004,91.8k
Qatar,2005,90.6k
Qatar,2006,95.9k
Qatar,2007,93.3k
Qatar,2008,93.3k
Qatar,2009,93.2k
Qatar,2010,104k
Romania,1990,11.5k
Romania,1991,10.2k
Romania,1992,9560
Romania,1993,9860
Romania,1994,10.4k
Romania,1995,11.2k
Romania,1996,11.9k
Romania,1997,11.5k
Romania,1998,11.3k
Romania,1999,11.4k
Romania,2000,11.8k
Romania,2001,12.7k
Romania,2002,13.8k
Romania,2003,14.3k
Romania,2004,15.9k
Romania,2005,16.8k
Romania,2006,18.3k
Romania,2007,19.9k
Romania,2008,22.2k
Romania,2009,21.1k
Romania,2010,20.4k
Russia,1990,20.2k
Russia,1991,19.3k
Russia,1992,16.6k
Russia,1993,15.3k
Russia,1994,13.5k
Russia,1995,13k
Russia,1996,12.6k
Russia,1997,12.9k
Russia,1998,12.3k
Russia,1999,13.2k
Russia,2000,14.6k
Russia,2001,15.4k
Russia,2002,16.3k
Russia,2003,17.6k
Russia,2004,18.9k
Russia,2005,20.2k
Russia,2006,21.9k
Russia,2007,23.8k
Russia,2008,25k
Russia,2009,23k
Russia,2010,24k
Rwanda,1990,1150
Rwanda,1991,1070
Rwanda,1992,1090
Rwanda,1993,955
Rwanda,1994,564
Rwanda,1995,879
Rwanda,1996,827
Rwanda,1997,811
Rwanda,1998,844
Rwanda,1999,863
Rwanda,2000,914
Rwanda,2001,967
Rwanda,2002,1060
Rwanda,2003,1050
Rwanda,2004,1090
Rwanda,2005,1160
Rwanda,2006,1220
Rwanda,2007,1270
Rwanda,2008,1370
Rwanda,2009,1410
Rwanda,2010,1470
Saudi Arabia,1990,33.9k
Saudi Arabia,1991,38.5k
Saudi Arabia,1992,39.6k
Saudi Arabia,1993,38.7k
Saudi Arabia,1994,38.6k
Saudi Arabia,1995,38.3k
Saudi Arabia,1996,38.9k
Saudi Arabia,1997,38.9k
Saudi Arabia,1998,39.6k
Saudi Arabia,1999,37.6k
Saudi Arabia,2000,39.1k
Saudi Arabia,2001,38.1k
Saudi Arabia,2002,36.4k
Saudi Arabia,2003,39.8k
Saudi Arabia,2004,42.2k
Saudi Arabia,2005,43.4k
Saudi Arabia,2006,43k
Saudi Arabia,2007,42.2k
Saudi Arabia,2008,43.1k
Saudi Arabia,2009,40.5k
Saudi Arabia,2010,41.1k
Sudan,1990,2390
Sudan,1991,2540
Sudan,1992,2690
Sudan,1993,2780
Sudan,1994,2780
Sudan,1995,2900
Sudan,1996,3030
Sudan,1997,3490
Sudan,1998,3600
Sudan,1999,3660
Sudan,2000,3820
Sudan,2001,3990
Sudan,2002,4150
Sudan,2003,4330
Sudan,2004,4460
Sudan,2005,4610
Sudan,2006,4800
Sudan,2007,4940
Sudan,2008,4990
Sudan,2009,4710
Sudan,2010,4750
Senegal,1990,2550
Senegal,1991,2540
Senegal,1992,2490
Senegal,1993,2450
Senegal,1994,2380
Senegal,1995,2440
Senegal,1996,2430
Senegal,1997,2440
Senegal,1998,2520
Senegal,1999,2610
Senegal,2000,2640
Senegal,2001,2680
Senegal,2002,2620
Senegal,2003,2700
Senegal,2004,2750
Senegal,2005,2800
Senegal,2006,2790
Senegal,2007,2790
Senegal,2008,2820
Senegal,2009,2810
Senegal,2010,2830
Singapore,1990,35.5k
Singapore,1991,37k
Singapore,1992,38.5k
Singapore,1993,42k
Singapore,1994,45.4k
Singapore,1995,47.4k
Singapore,1996,49.2k
Singapore,1997,51.8k
Singapore,1998,49.2k
Singapore,1999,51.6k
Singapore,2000,55.4k
Singapore,2001,53.5k
Singapore,2002,55.1k
Singapore,2003,58.3k
Singapore,2004,63.4k
Singapore,2005,66.6k
Singapore,2006,70.5k
Singapore,2007,73.9k
Singapore,2008,71.5k
Singapore,2009,69.5k
Singapore,2010,78.1k
Solomon Islands,1990,2310
Solomon Islands,1991,2370
Solomon Islands,1992,2580
Solomon Islands,1993,2600
Solomon Islands,1994,2730
Solomon Islands,1995,2910
Solomon Islands,1996,2860
Solomon Islands,1997,2750
Solomon Islands,1998,2700
Solomon Islands,1999,2610
Solomon Islands,2000,2180
Solomon Islands,2001,1950
Solomon Islands,2002,1850
Solomon Islands,2003,1920
Solomon Islands,2004,2010
Solomon Islands,2005,2100
Solomon Islands,2006,2140
Solomon Islands,2007,2170
Solomon Islands,2008,2250
Solomon Islands,2009,2250
Solomon Islands,2010,2410
Sierra Leone,1990,1650
Sierra Leone,1991,1600
Sierra Leone,1992,1350
Sierra Leone,1993,1370
Sierra Leone,1994,1360
Sierra Leone,1995,1240
Sierra Leone,1996,1180
Sierra Leone,1997,1070
Sierra Leone,1998,1070
Sierra Leone,1999,1030
Sierra Leone,2000,1070
Sierra Leone,2001,974
Sierra Leone,2002,1160
Sierra Leone,2003,1210
Sierra Leone,2004,1240
Sierra Leone,2005,1260
Sierra Leone,2006,1280
Sierra Leone,2007,1340
Sierra Leone,2008,1380
Sierra Leone,2009,1370
Sierra Leone,2010,1400
El Salvador,1990,5040
El Salvador,1991,5090
El Salvador,1992,5390
El Salvador,1993,5670
El Salvador,1994,5910
El Salvador,1995,6170
El Salvador,1996,6180
El Salvador,1997,6340
El Salvador,1998,6480
El Salvador,1999,6590
El Salvador,2000,6630
El Salvador,2001,6670
El Salvador,2002,6750
El Salvador,2003,6830
El Salvador,2004,6870
El Salvador,2005,7040
El Salvador,2006,7330
El Salvador,2007,7440
El Salvador,2008,7540
El Salvador,2009,7320
El Salvador,2010,7410
San Marino,1990,56.1k
San Marino,1991,56k
San Marino,1992,55.4k
San Marino,1993,59.2k
San Marino,1994,62.3k
San Marino,1995,67.1k
San Marino,1996,69.5k
San Marino,1997,70.3k
San Marino,1998,74.2k
San Marino,1999,79.3k
San Marino,2000,79.5k
San Marino,2001,82k
San Marino,2002,80.1k
San Marino,2003,81.1k
San Marino,2004,82.9k
San Marino,2005,83.3k
San Marino,2006,84.8k
San Marino,2007,89.2k
San Marino,2008,87.4k
San Marino,2009,77k
San Marino,2010,71.2k
Somalia,1990,1300
Somalia,1991,1290
Somalia,1992,1140
Somalia,1993,1140
Somalia,1994,902
Somalia,1995,892
Somalia,1996,908
Somalia,1997,859
Somalia,1998,851
Somalia,1999,848
Somalia,2000,845
Somalia,2001,846
Somalia,2002,851
Somalia,2003,857
Somalia,2004,861
Somalia,2005,864
Somalia,2006,863
Somalia,2007,863
Somalia,2008,863
Somalia,2009,864
Somalia,2010,862
Serbia,1990,15.8k
Serbia,1991,14k
Serbia,1992,10.1k
Serbia,1993,7030
Serbia,1994,7230
Serbia,1995,7670
